Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
1999,NBA,Western Conf First Round,May 9 - May 15 1999,,Los Angeles Lakers (4),3,,Houston Rockets (5),1,,LAL (-165),HOU (+145)
1999,NBA,Western Conf First Round,May 8 - May 12 1999,,Portland Trail Blazers (2),3,,Phoenix Suns (7),0,,POR (-500),PHO (+350)
1999,NBA,Western Conf First Round,May 9 - May 15 1999,,San Antonio Spurs (1),3,,Minnesota Timberwolves (8),1,,SAS (-1500),MIN (+1000)
1999,NBA,Western Conf First Round,May 8 - May 16 1999,,Utah Jazz (3),3,,Sacramento Kings (6),2,,UTA (-1000),SAC (+700)
1999,NBA,Eastern Conf Semifinals,May 17 - May 23 1999,,Indiana Pacers (2),4,,Philadelphia 76ers (6),0,,IND (-400),PHI (+300)
1999,NBA,Eastern Conf Semifinals,May 18 - May 24 1999,,New York Knicks (8),4,,Atlanta Hawks (4),0,,ATL (-135),NYK (+115)
1999,NBA,Western Conf Semifinals,May 18 - May 27 1999,,Portland Trail Blazers (2),4,,Utah Jazz (3),2,,UTA (-125),POR (+105)
1999,NBA,Western Conf Semifinals,May 17 - May 23 1999,,San Antonio Spurs (1),4,,Los Angeles Lakers (4),0,,SAS (-220),LAL (+180)
1999,NBA,Eastern Conf Finals,May 30 - Jun 11 1999,,New York Knicks (8),4,,Indiana Pacers (2),2,,IND (-240),NYK (+200)
1999,NBA,Western Conf Finals,May 29 - Jun 6 1999,,San Antonio Spurs (1),4,,Portland Trail Blazers (2),0,,SAS (-200),POR (+170)
1999,NBA,Finals,Jun 16 - Jun 25 1999,,San Antonio Spurs (1),4,,New York Knicks (8),1,,SAS (-900),NYK (+600)
1998,NBA,Eastern Conf First Round,Apr 23 - May 1 1998,,Charlotte Hornets (4),3,,Atlanta Hawks (5),1,,CHH (-120),ATL (+100)
1998,NBA,Eastern Conf First Round,Apr 24 - Apr 29 1998,,Chicago Bulls (1),3,,New Jersey Nets (8),0,,CHI (-2500),NJN (+1800)
1998,NBA,Eastern Conf First Round,Apr 23 - Apr 30 1998,,Indiana Pacers (3),3,,Cleveland Cavaliers (6),1,,IND (-450),CLE (+325)
1998,NBA,Eastern Conf First Round,Apr 24 - May 3 1998,,New York Knicks (7),3,,Miami Heat (2),2,,MIA (-500),NYK (+350)
1998,NBA,Western Conf First Round,Apr 24 - Apr 30 1998,,Los Angeles Lakers (3),3,,Portland Trail Blazers (6),1,,LAL (-550),POR (+375)
1998,NBA,Western Conf First Round,Apr 23 - Apr 29 1998,,San Antonio Spurs (5),3,,Phoenix Suns (4),1,,PHO (-135),SAS (+115)
1998,NBA,Western Conf First Round,Apr 24 - May 2 1998,,Seattle SuperSonics (2),3,,Minnesota Timberwolves (7),2,,SEA (-2000),MIN (+1400)
1998,NBA,Western Conf First Round,Apr 23 - May 3 1998,,Utah Jazz (1),3,,Houston Rockets (8),2,,UTA (-850),HOU (+525)
1998,NBA,Eastern Conf Semifinals,May 3 - May 13 1998,,Chicago Bulls (1),4,,Charlotte Hornets (4),1,,CHI (-2000),CHH (+1400)
1998,NBA,Eastern Conf Semifinals,May 5 - May 13 1998,,Indiana Pacers (3),4,,New York Knicks (7),1,,IND (-1100),NYK (+700)
1998,NBA,Western Conf Semifinals,May 4 - May 12 1998,,Los Angeles Lakers (3),4,,Seattle SuperSonics (2),1,,LAL (-115),SEA (-105)
1998,NBA,Western Conf Semifinals,May 5 - May 12 1998,,Utah Jazz (1),4,,San Antonio Spurs (5),1,,UTA (-270),SAS (+210)
1998,NBA,Eastern Conf Finals,May 17 - May 31 1998,,Chicago Bulls (1),4,,Indiana Pacers (3),3,,CHI (-600),IND (+400)
1998,NBA,Western Conf Finals,May 16 - May 24 1998,,Utah Jazz (1),4,,Los Angeles Lakers (3),0,,LAL (-130),UTA (+110)
1998,NBA,Finals,Jun 3 - Jun 14 1998,,Chicago Bulls (1),4,,Utah Jazz (1),2,,CHI (-125),UTA (+105)
1997,NBA,Eastern Conf First Round,Apr 25 - May 4 1997,,Atlanta Hawks (4),3,,Detroit Pistons (5),2,,ATL (-170),DET (+150)
1997,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1997,,Chicago Bulls (1),3,,Washington Bullets (8),0,,CHI (-2500),WSB (+1800)
1997,NBA,Eastern Conf First Round,Apr 24 - May 4 1997,,Miami Heat (2),3,,Orlando Magic (7),2,,MIA (-400),ORL (+300)
1997,NBA,Eastern Conf First Round,Apr 24 - Apr 28 1997,,New York Knicks (3),3,,Charlotte Hornets (6),0,,NYK (-250),CHH (+200)
1997,NBA,Western Conf First Round,Apr 24 - Apr 29 1997,,Houston Rockets (3),3,,Minnesota Timberwolves (6),0,,HOU (-1300),MIN (+800)
1997,NBA,Western Conf First Round,Apr 25 - May 2 1997,,Los Angeles Lakers (4),3,,Portland Trail Blazers (5),1,,LAL (-330),POR (+250)
1997,NBA,Western Conf First Round,Apr 25 - May 3 1997,,Seattle SuperSonics (2),3,,Phoenix Suns (7),2,,SEA (-650),PHO (+450)
1997,NBA,Western Conf First Round,Apr 24 - Apr 28 1997,,Utah Jazz (1),3,,Los Angeles Clippers (8),0,,UTA (-3300),LAC (+2200)
1997,NBA,Eastern Conf Semifinals,May 6 - May 13 1997,,Chicago Bulls (1),4,,Atlanta Hawks (4),1,,CHI (-1700),ATL (+1100)
1997,NBA,Eastern Conf Semifinals,May 7 - May 18 1997,,Miami Heat (2),4,,New York Knicks (3),3,,MIA (-145),NYK (+125)
1997,NBA,Western Conf Semifinals,May 5 - May 17 1997,,Houston Rockets (3),4,,Seattle SuperSonics (2),3,,HOU (-130),SEA (+110)
1997,NBA,Western Conf Semifinals,May 4 - May 12 1997,,Utah Jazz (1),4,,Los Angeles Lakers (4),1,,UTA (-270),LAL (+210)
1997,NBA,Eastern Conf Finals,May 20 - May 28 1997,,Chicago Bulls (1),4,,Miami Heat (2),1,,CHI (-1700),MIA (+1100)
1997,NBA,Western Conf Finals,May 19 - May 29 1997,,Utah Jazz (1),4,,Houston Rockets (3),2,,UTA (-220),HOU (+180)
1997,NBA,Finals,Jun 1 - Jun 13 1997,,Chicago Bulls (1),4,,Utah Jazz (1),2,,CHI (-600),UTA (+400)
1996,NBA,Eastern Conf First Round,Apr 25 - May 5 1996,,Atlanta Hawks (6),3,,Indiana Pacers (3),2,,IND (-140),ATL (+120)
1996,NBA,Eastern Conf First Round,Apr 26 - May 1 1996,,Chicago Bulls (1),3,,Miami Heat (8),0,,CHI (-2500),MIA (+1800)
1996,NBA,Eastern Conf First Round,Apr 25 - May 1 1996,,New York Knicks (5),3,,Cleveland Cavaliers (4),0,,CLE (-185),NYK (+165)
1996,NBA,Eastern Conf First Round,Apr 26 - Apr 30 1996,,Orlando Magic (2),3,,Detroit Pistons (7),0,,ORL (-1500),DET (+1000)
1996,NBA,Western Conf First Round,Apr 25 - May 2 1996,,Houston Rockets (5),3,,Los Angeles Lakers (4),1,,LAL (-145),HOU (+125)
1996,NBA,Western Conf First Round,Apr 26 - May 3 1996,,San Antonio Spurs (2),3,,Phoenix Suns (7),1,,SAS (-500),PHO (+350)
1996,NBA,Western Conf First Round,Apr 26 - May 2 1996,,Seattle SuperSonics (1),3,,Sacramento Kings (8),1,,SEA (-2200),SAC (+1500)
1996,NBA,Western Conf First Round,Apr 25 - May 5 1996,,Utah Jazz (3),3,,Portland Trail Blazers (6),2,,UTA (-400),POR (+300)
1996,NBA,Eastern Conf Semifinals,May 5 - May 14 1996,,Chicago Bulls (1),4,,New York Knicks (5),1,,CHI (-3500),NYK (+2200)
1996,NBA,Eastern Conf Semifinals,May 8 - May 15 1996,,Orlando Magic (2),4,,Atlanta Hawks (6),1,,ORL, ATL
1996,NBA,Western Conf Semifinals,May 4 - May 12 1996,,Seattle SuperSonics (1),4,,Houston Rockets (5),0,,SEA (-200),HOU (+170)
1996,NBA,Western Conf Semifinals,May 7 - May 16 1996,,Utah Jazz (3),4,,San Antonio Spurs (2),2,, UTA, SAS
1996,NBA,Eastern Conf Finals,May 19 - May 27 1996,,Chicago Bulls (1),4,,Orlando Magic (2),0,,CHI (-500),ORL (+350)
1996,NBA,Western Conf Finals,May 18 - Jun 2 1996,,Seattle SuperSonics (1),4,,Utah Jazz (3),3,,SEA (-270),UTA (+210)
1996,NBA,Finals,Jun 5 - Jun 16 1996,,Chicago Bulls (1),4,,Seattle SuperSonics (1),2,,CHI (-950),SEA (+650)
1995,NBA,Eastern Conf First Round,Apr 28 - May 4 1995,,Chicago Bulls (5),3,,Charlotte Hornets (4),1,,CHI (-360),CHH (+280)
1995,NBA,Eastern Conf First Round,Apr 27 - May 2 1995,,Indiana Pacers (2),3,,Atlanta Hawks (7),0,,IND (-360),ATL (+280)
1995,NBA,Eastern Conf First Round,Apr 27 - May 4 1995,,New York Knicks (3),3,,Cleveland Cavaliers (6),1,,NYK (-400),CLE (+300)
1995,NBA,Eastern Conf First Round,Apr 28 - May 5 1995,,Orlando Magic (1),3,,Boston Celtics (8),1,,ORL (-950),BOS (+650)
1995,NBA,Western Conf First Round,Apr 27 - May 7 1995,,Houston Rockets (6),3,,Utah Jazz (3),2,,UTA (-270),HOU (+210)
1995,NBA,Western Conf First Round,Apr 27 - May 4 1995,,Los Angeles Lakers (5),3,,Seattle SuperSonics (4),1,,SEA (-400),LAL (+300)
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,,Phoenix Suns (2),3,,Portland Trail Blazers (7),0,,PHO (-400),POR (+300)
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,,San Antonio Spurs (1),3,,Denver Nuggets (8),0,,SAS (-600),DEN (+400)
1995,NBA,Eastern Conf Semifinals,May 7 - May 21 1995,,Indiana Pacers (2),4,,New York Knicks (3),3,,NYK (-140),IND (+120)
1995,NBA,Eastern Conf Semifinals,May 7 - May 18 1995,,Orlando Magic (1),4,,Chicago Bulls (5),2,,CHI (-185),ORL (+165)
1995,NBA,Western Conf Semifinals,May 9 - May 20 1995,,Houston Rockets (6),4,,Phoenix Suns (2),3,,PHO (-270),HOU (+210)
1995,NBA,Western Conf Semifinals,May 6 - May 18 1995,,San Antonio Spurs (1),4,,Los Angeles Lakers (5),2,,SAS (-600),LAL (+400)
1995,NBA,Eastern Conf Finals,May 23 - Jun 4 1995,,Orlando Magic (1),4,,Indiana Pacers (2),3,,ORL (-200),IND (+170)
1995,NBA,Western Conf Finals,May 22 - Jun 1 1995,,Houston Rockets (6),4,,San Antonio Spurs (1),2,,SAS (-330),HOU (+250)
1995,NBA,Finals,Jun 7 - Jun 14 1995,,Houston Rockets (6),4,,Orlando Magic (1),0,,ORL (-150),HOU (+130)
1994,NBA,Eastern Conf First Round,Apr 28 - May 8 1994,,Atlanta Hawks (1),3,,Miami Heat (8),2,,ATL (-360),MIA (+280)
1994,NBA,Eastern Conf First Round,Apr 29 - May 3 1994,,Chicago Bulls (3),3,,Cleveland Cavaliers (6),0,,CHI (-250),CLE (+200)
1994,NBA,Eastern Conf First Round,Apr 28 - May 2 1994,,Indiana Pacers (5),3,,Orlando Magic (4),0,,ORL (-170),IND (+150)
1994,NBA,Eastern Conf First Round,Apr 29 - May 6 1994,,New York Knicks (2),3,,New Jersey Nets (7),1,,NYK (-360),NJN (+280)
1994,NBA,Western Conf First Round,Apr 28 - May 7 1994,,Denver Nuggets (8),3,,Seattle SuperSonics (1),2,,SEA (-2000),DEN (+1400)
1994,NBA,Western Conf First Round,Apr 29 - May 6 1994,,Houston Rockets (2),3,,Portland Trail Blazers (7),1,,HOU (-270),POR (+210)
1994,NBA,Western Conf First Round,Apr 29 - May 4 1994,,Phoenix Suns (3),3,,Golden State Warriors (6),0,,PHO (-360),GSW (+280)
1994,NBA,Western Conf First Round,Apr 28 - May 5 1994,,Utah Jazz (5),3,,San Antonio Spurs (4),1,,SAS (-200),UTA (+170)
1994,NBA,Eastern Conf Semifinals,May 10 - May 19 1994,,Indiana Pacers (5),4,,Atlanta Hawks (1),2,,ATL (-160),IND (+140)
1994,NBA,Eastern Conf Semifinals,May 8 - May 22 1994,,New York Knicks (2),4,,Chicago Bulls (3),3,,NYK (-180),CHI (+160)
1994,NBA,Western Conf Semifinals,May 8 - May 21 1994,,Houston Rockets (2),4,,Phoenix Suns (3),3,,HOU (-120),PHO (+100)
1994,NBA,Western Conf Semifinals,May 10 - May 21 1994,,Utah Jazz (5),4,,Denver Nuggets (8),3,,UTA (-650),DEN (+450)
1994,NBA,Eastern Conf Finals,May 24 - Jun 5 1994,,New York Knicks (2),4,,Indiana Pacers (5),3,,NYK (-200),IND (+170)
1994,NBA,Western Conf Finals,May 23 - May 31 1994,,Houston Rockets (2),4,,Utah Jazz (5),1,,HOU (-270),UTA (+210)
1994,NBA,Finals,Jun 8 - Jun 22 1994,,Houston Rockets (2),4,,New York Knicks (2),3,,HOU (-220),NYK (+180)
